Date,Adj Close
3/20/1996,6.772186
3/21/1996,6.559602
3/22/1996,6.68108
3/25/1996,6.711445
3/26/1996,6.559602
3/27/1996,6.620344
3/28/1996,6.650711
3/29/1996,6.68108
4/1/1996,6.924027
4/2/1996,6.711445
4/3/1996,6.711445
4/4/1996,6.650711
4/8/1996,6.468501
4/9/1996,6.377393
4/10/1996,6.377393
4/11/1996,6.073709
4/12/1996,6.25592
4/15/1996,6.164815
4/16/1996,6.104078
4/17/1996,6.286292
4/18/1996,6.68108
4/19/1996,6.620344
4/22/1996,6.620344
4/23/1996,6.924027
4/24/1996,6.893661
4/25/1996,6.863289
4/26/1996,7.278694
4/29/1996,7.339606
4/30/1996,7.187329
5/1/1996,7.248241
5/2/1996,7.035055
5/3/1996,7.004601
5/6/1996,6.760963
5/7/1996,6.639145
5/8/1996,6.791418
5/9/1996,6.730505
5/10/1996,7.06551
5/13/1996,7.217783
5/14/1996,7.187329
5/15/1996,7.095968
5/16/1996,6.943692
5/17/1996,7.035055
5/20/1996,7.187329
5/21/1996,7.461423
5/22/1996,7.735518
5/23/1996,7.735518
5/24/1996,7.826882
5/28/1996,7.583244
5/29/1996,7.370059
5/30/1996,7.461423
5/31/1996,7.400514
6/3/1996,7.430966
6/4/1996,7.461423
6/5/1996,7.461423
6/6/1996,7.370059
6/7/1996,7.339606
6/10/1996,7.339606
6/11/1996,7.309151
6/12/1996,7.035055
6/13/1996,7.06551
6/14/1996,7.217783
6/17/1996,7.217783
6/18/1996,7.552784
6/19/1996,7.400514
6/20/1996,7.126423
6/21/1996,7.06551
6/24/1996,7.06551
6/25/1996,7.004601
6/26/1996,6.974148
6/27/1996,7.004601
6/28/1996,6.943692
7/1/1996,7.06551
7/2/1996,7.06551
7/3/1996,7.095968
7/5/1996,6.974148
7/8/1996,6.730505
7/9/1996,6.730505
7/10/1996,6.639145
7/11/1996,6.425963
7/12/1996,6.486872
7/15/1996,6.365051
7/16/1996,6.304142
7/17/1996,6.60869
7/18/1996,6.974148
7/19/1996,6.974148
7/22/1996,6.974148
7/23/1996,6.974148
7/24/1996,6.943692
7/25/1996,7.095968
7/26/1996,7.156876
7/29/1996,7.004601
7/30/1996,7.035055
7/31/1996,7.035055
8/1/1996,7.14622
8/2/1996,7.482152
8/5/1996,7.451613
8/6/1996,7.512693
8/7/1996,7.390536
8/8/1996,7.298918
8/9/1996,7.390536
8/12/1996,7.66539
8/13/1996,7.451613
8/14/1996,7.66539
8/15/1996,7.695932
8/16/1996,7.757009
8/19/1996,7.787546
8/20/1996,7.543235
8/21/1996,7.573771
8/22/1996,7.66539
8/23/1996,7.695932
8/26/1996,7.512693
8/27/1996,7.604311
8/28/1996,7.543235
8/29/1996,7.421074
8/30/1996,7.359994
9/3/1996,7.207301
9/4/1996,7.359994
9/5/1996,7.054599
9/6/1996,7.26838
9/9/1996,7.298918
9/10/1996,7.451613
9/11/1996,7.543235
9/12/1996,7.451613
9/13/1996,7.512693
9/16/1996,7.451613
9/17/1996,7.26838
9/18/1996,7.115682
9/19/1996,7.17676
9/20/1996,7.17676
9/23/1996,7.054599
9/24/1996,6.962981
9/25/1996,7.17676
9/26/1996,7.23784
9/27/1996,7.26838
9/30/1996,7.298918
10/1/1996,7.298918
10/2/1996,7.390536
10/3/1996,7.482152
10/4/1996,7.695932
10/7/1996,7.634853
10/8/1996,7.72647
10/9/1996,7.787546
10/10/1996,7.66539
10/11/1996,7.818082
10/14/1996,7.909704
10/15/1996,8.276177
10/16/1996,8.184556
10/17/1996,8.306721
10/18/1996,8.276177
10/21/1996,8.215097
10/22/1996,8.123485
10/23/1996,8.062401
10/24/1996,8.062401
10/25/1996,8.092941
10/28/1996,8.031861
10/29/1996,7.909704
10/30/1996,7.787546
10/31/1996,7.604311
11/1/1996,7.654528
11/4/1996,7.715765
11/5/1996,8.052559
11/6/1996,8.113795
11/7/1996,8.113795
11/8/1996,8.236266
11/11/1996,8.297503
11/12/1996,8.51183
11/13/1996,8.481215
11/14/1996,8.664922
11/15/1996,8.664922
11/18/1996,8.909865
11/19/1996,8.450596
11/20/1996,8.634303
11/21/1996,8.695544
11/22/1996,8.756778
11/25/1996,8.879244
11/26/1996,8.726155
11/27/1996,8.756778
11/29/1996,8.848629
12/2/1996,8.971106
12/3/1996,8.818009
12/4/1996,8.573072
12/5/1996,8.573072
12/6/1996,8.450596
12/9/1996,8.450596
12/10/1996,8.54245
12/11/1996,8.328125
12/12/1996,8.358741
12/13/1996,8.51183
12/16/1996,8.634303
12/17/1996,8.481215
12/18/1996,8.481215
12/19/1996,8.573072
12/20/1996,8.634303
12/23/1996,8.756778
12/24/1996,8.818009
12/26/1996,8.879244
12/27/1996,8.818009
12/30/1996,8.879244
12/31/1996,8.818009
1/2/1997,8.389358
1/3/1997,8.450596
1/6/1997,8.419981
1/7/1997,8.328125
1/8/1997,8.450596
1/9/1997,8.419981
1/10/1997,8.54245
1/13/1997,8.481215
1/14/1997,8.481215
1/15/1997,8.266887
1/16/1997,8.144416
1/17/1997,8.205653
1/20/1997,9.399755
1/21/1997,9.552843
1/22/1997,9.767176
1/23/1997,10.012118
1/24/1997,10.042739
1/27/1997,9.859028
1/28/1997,9.950885
1/29/1997,9.552843
1/30/1997,9.705939
1/31/1997,9.817611
2/3/1997,9.817611
2/4/1997,9.817611
2/5/1997,9.940337
2/6/1997,10.001692
2/7/1997,10.093735
2/10/1997,10.155091
2/11/1997,10.247133
2/12/1997,10.339177
2/13/1997,10.36985
2/14/1997,10.707335
2/18/1997,10.615295
2/19/1997,10.461891
2/20/1997,9.878973
2/21/1997,10.032373
2/24/1997,10.124412
2/25/1997,10.001692
2/26/1997,9.971017
2/27/1997,9.878973
2/28/1997,9.756252
3/3/1997,9.848292
3/4/1997,9.756252
3/5/1997,9.817611
3/6/1997,9.817611
3/7/1997,9.971017
3/10/1997,9.940337
3/11/1997,10.124412
3/12/1997,9.940337
3/13/1997,9.694896
3/14/1997,9.602849
3/17/1997,9.204009
3/18/1997,9.111971
3/19/1997,9.173331
3/20/1997,9.265368
3/21/1997,9.48013
3/24/1997,9.633531
3/25/1997,9.694896
3/26/1997,9.725575
3/27/1997,9.449454
3/31/1997,9.142653
4/1/1997,9.081293
4/2/1997,8.467692
4/3/1997,8.31429
4/4/1997,8.40633
4/7/1997,8.590416
4/8/1997,8.590416
4/9/1997,8.52905
4/10/1997,8.467692
4/11/1997,8.222252
4/14/1997,8.13021
4/15/1997,8.222252
4/16/1997,8.160891
4/17/1997,8.31429
4/18/1997,8.52905
4/21/1997,8.651771
4/22/1997,8.621093
4/23/1997,8.498373
4/24/1997,8.467692
4/25/1997,8.40633
4/28/1997,8.344973
4/29/1997,8.559732
4/30/1997,8.866531
5/1/1997,9.019935
5/2/1997,9.254839
5/5/1997,9.254839
5/6/1997,9.131849
5/7/1997,9.039614
5/8/1997,9.070356
5/9/1997,9.347081
5/12/1997,9.470074
5/13/1997,9.685302
5/14/1997,9.808286
5/15/1997,8.947371
5/16/1997,8.609157
5/19/1997,8.516916
5/20/1997,8.516916
5/21/1997,8.178699
5/22/1997,7.717486
5/23/1997,8.024961
5/27/1997,7.748239
5/28/1997,7.778985
5/29/1997,7.778985
5/30/1997,7.901974
6/2/1997,7.93272
6/3/1997,8.178699
6/4/1997,7.778985
6/5/1997,7.717486
6/6/1997,7.809733
6/9/1997,7.809733
6/10/1997,7.901974
6/11/1997,8.270932
6/12/1997,8.363175
6/13/1997,8.609157
6/16/1997,8.424669
6/17/1997,8.301686
6/18/1997,8.670645
6/19/1997,8.885875
6/20/1997,9.101104
6/23/1997,8.885875
6/24/1997,8.901251
6/25/1997,8.916615
6/26/1997,8.885875
6/27/1997,8.978116
6/30/1997,9.285584
7/1/1997,9.331699
7/2/1997,9.65455
7/3/1997,9.931272
7/7/1997,9.362452
7/8/1997,8.701392
7/9/1997,8.301686
7/10/1997,8.409298
7/11/1997,8.609157
7/14/1997,8.655277
7/15/1997,8.409298
7/16/1997,8.240187
7/17/1997,8.240187
7/18/1997,8.07108
7/21/1997,8.240187
7/22/1997,8.793637
7/23/1997,8.732141
7/24/1997,8.670645
7/25/1997,8.547655
7/28/1997,8.593782
7/29/1997,8.931995
7/30/1997,9.101104
7/31/1997,9.054985
8/1/1997,8.812784
8/4/1997,8.905227
8/5/1997,8.951444
8/6/1997,9.244181
8/7/1997,9.244181
8/8/1997,8.966856
8/11/1997,9.151741
8/12/1997,9.028482
8/13/1997,8.874412
8/14/1997,8.781967
8/15/1997,8.812784
8/18/1997,8.627905
8/19/1997,9.613945
8/20/1997,8.966856
8/21/1997,9.891274
8/22/1997,9.675577
8/25/1997,9.583138
8/26/1997,9.321217
8/27/1997,9.228778
8/28/1997,9.706388
8/29/1997,9.521509
9/2/1997,9.629355
9/3/1997,9.613945
9/4/1997,9.660169
9/5/1997,9.613945
9/8/1997,9.598543
9/9/1997,9.5061
9/10/1997,9.30581
9/11/1997,9.336625
9/12/1997,9.213367
9/15/1997,9.336625
9/16/1997,9.783424
9/17/1997,10.10697
9/18/1997,10.10697
9/19/1997,10.368891
9/22/1997,10.353485
9/23/1997,10.692431
9/24/1997,10.954355
9/25/1997,10.72325
9/26/1997,11.015982
9/29/1997,11.170053
9/30/1997,11.277904
10/1/1997,11.308717
10/2/1997,11.231677
10/3/1997,11.40116
10/6/1997,11.509005
10/7/1997,11.493597
10/8/1997,11.339526
10/9/1997,11.431968
10/10/1997,11.354937
10/13/1997,11.601446
10/14/1997,11.724704
10/15/1997,11.539826
10/16/1997,12.017433
10/17/1997,11.832554
10/20/1997,11.755514
10/21/1997,11.894175
10/22/1997,11.847957
10/23/1997,11.601446
10/24/1997,11.709299
10/27/1997,10.908136
10/28/1997,11.123836
10/29/1997,11.539826
10/30/1997,11.093017
10/31/1997,11.267122
11/3/1997,11.375156
11/4/1997,11.189943
11/5/1997,11.544936
11/6/1997,11.683847
11/7/1997,11.483199
11/10/1997,11.421467
11/11/1997,11.436895
11/12/1997,11.220816
11/13/1997,11.020171
11/14/1997,10.896693
11/17/1997,11.251681
11/18/1997,11.359724
11/19/1997,11.483199
11/20/1997,11.699284
11/21/1997,11.544936
11/24/1997,11.297988
11/25/1997,11.174511
11/26/1997,11.267122
11/28/1997,11.189943
12/1/1997,11.498636
12/2/1997,11.714715
12/3/1997,11.869057
12/4/1997,11.899933
12/5/1997,11.946232
12/8/1997,12.085142
12/9/1997,11.9308
12/10/1997,11.637547
12/11/1997,11.514068
12/12/1997,11.683847
12/15/1997,11.9308
12/16/1997,12.285789
12/17/1997,11.9308
12/18/1997,12.085142
12/19/1997,11.961663
12/22/1997,12.409264
12/23/1997,12.825996
12/24/1997,12.733391
12/26/1997,12.795128
12/29/1997,12.918602
12/30/1997,13.304458
12/31/1997,13.381635
1/2/1998,13.397069
1/5/1998,13.335325
1/6/1998,13.443372
1/7/1998,13.08838
1/8/1998,13.103815
1/9/1998,12.918602
1/12/1998,13.057514
1/13/1998,13.319888
1/14/1998,13.597712
1/15/1998,14.709
1/16/1998,14.739863
1/20/1998,15.002242
1/21/1998,14.786162
1/22/1998,14.338563
1/23/1998,14.137911
1/26/1998,14.647249
1/27/1998,15.202884
1/28/1998,15.573321
1/29/1998,16.128973
1/30/1998,16.082657
2/2/1998,16.345034
2/3/1998,16.051792
2/4/1998,16.082657
2/5/1998,15.901542
2/6/1998,15.978811
2/9/1998,16.566029
2/10/1998,16.627848
2/11/1998,16.504217
2/12/1998,16.31879
2/13/1998,16.040615
2/17/1998,16.844191
2/18/1998,17.184168
2/19/1998,17.323252
2/20/1998,17.168718
2/23/1998,16.720577
2/24/1998,16.736029
2/25/1998,16.67421
2/26/1998,16.67421
2/27/1998,16.612402
3/2/1998,16.566029
3/3/1998,16.566029
3/4/1998,16.287874
3/5/1998,15.963354
3/6/1998,17.075996
3/9/1998,17.09145
3/10/1998,17.616854
3/11/1998,18.34317
3/12/1998,19.115845
3/13/1998,19.208569
3/16/1998,18.992218
3/17/1998,18.914949
3/18/1998,19.084944
3/19/1998,19.131308
3/20/1998,19.084944
3/23/1998,18.822229
3/24/1998,19.146748
3/25/1998,18.914949
3/26/1998,19.965782
3/27/1998,19.378555
3/30/1998,19.54855
3/31/1998,19.502182
4/1/1998,20.970251
4/2/1998,20.954805
4/3/1998,21.572931
4/6/1998,22.021076
4/7/1998,21.742928
4/8/1998,21.341133
4/9/1998,21.681108
4/13/1998,22.345602
4/14/1998,22.25288
4/15/1998,21.820189
4/16/1998,24.060928
4/17/1998,24.648169
4/20/1998,24.601807
4/21/1998,24.941767
4/22/1998,25.760807
4/23/1998,24.632711
4/24/1998,23.968216
4/27/1998,22.592869
4/28/1998,22.685587
4/29/1998,22.778296
4/30/1998,23.751863
5/1/1998,23.921856
5/4/1998,24.200018
5/5/1998,24.034203
5/6/1998,23.384642
5/7/1998,23.152649
5/8/1998,23.539307
5/11/1998,23.616632
5/12/1998,23.755829
5/13/1998,24.405401
5/14/1998,24.498203
5/15/1998,24.482744
5/18/1998,24.90032
5/19/1998,24.962177
5/20/1998,25.070435
5/21/1998,25.302425
5/22/1998,25.163244
5/26/1998,24.498203
5/27/1998,24.606462
5/28/1998,24.436342
5/29/1998,24.699265
6/1/1998,24.606462
6/2/1998,24.637394
6/3/1998,24.884853
6/4/1998,25.178701
6/5/1998,25.364302
6/8/1998,25.271503
6/9/1998,25.225109
6/10/1998,25.085915
6/11/1998,24.993107
6/12/1998,25.580824
6/15/1998,25.054968
6/16/1998,25.054968
6/17/1998,25.797342
6/18/1998,26.508781
6/19/1998,26.075726
6/22/1998,26.895452
6/23/1998,27.359426
6/24/1998,28.426554
6/25/1998,28.689495
6/26/1998,28.921476
6/29/1998,29.586527
6/30/1998,30.731033
7/1/1998,31.024876
7/2/1998,30.437157
7/6/1998,30.452631
7/7/1998,30.885675
7/8/1998,31.504297
7/9/1998,31.689907
7/10/1998,31.426998
7/13/1998,31.086739
7/14/1998,31.813648
7/15/1998,31.457897
7/16/1998,30.854744
7/17/1998,30.715536
7/20/1998,30.359818
7/21/1998,29.385456
7/22/1998,28.766832
7/23/1998,28.674036
7/24/1998,27.962574
7/27/1998,28.179106
7/28/1998,27.220211
7/29/1998,27.251144
7/30/1998,28.534845
7/31/1998,28.720411
8/3/1998,27.916182
8/4/1998,27.204752
8/5/1998,27.359426
8/6/1998,27.792456
8/7/1998,28.086319
8/10/1998,28.859629
8/11/1998,28.244879
8/12/1998,28.291315
8/13/1998,28.260359
8/14/1998,28.244879
8/17/1998,28.585375
8/18/1998,29.25086
8/19/1998,29.188961
8/20/1998,29.374681
8/21/1998,28.6318
8/24/1998,28.817533
8/25/1998,29.560406
8/26/1998,28.956821
8/27/1998,26.604351
8/28/1998,25.861483
8/31/1998,21.667311
9/1/1998,23.044735
9/2/1998,23.13759
9/3/1998,22.534002
9/4/1998,21.435167
9/8/1998,23.029255
9/9/1998,22.301853
9/10/1998,20.800619
9/11/1998,22.657816
9/14/1998,23.292366
9/15/1998,25.861483
9/16/1998,27.115097
9/17/1998,25.737663
9/18/1998,26.496023
9/21/1998,26.604351
9/22/1998,27.037708
9/23/1998,28.275839
9/24/1998,27.919878
9/25/1998,27.579386
9/28/1998,27.734156
9/29/1998,27.548431
9/30/1998,25.521
10/1/1998,22.534002
10/2/1998,23.926895
10/5/1998,22.410192
10/6/1998,21.048248
10/7/1998,16.590963
10/8/1998,15.368311
10/9/1998,17.488621
10/12/1998,17.643379
10/13/1998,18.200539
10/14/1998,18.788643
10/15/1998,21.528019
10/16/1998,21.698261
10/19/1998,23.276884
10/20/1998,22.688772
10/21/1998,23.13759
10/22/1998,23.648317
10/23/1998,23.772135
10/26/1998,23.029255
10/27/1998,22.549484
10/28/1998,23.029255
10/29/1998,23.741184
10/30/1998,25.195986
11/2/1998,24.282862
11/3/1998,23.973337
11/4/1998,24.685265
11/5/1998,26.496023
11/6/1998,26.604351
11/9/1998,25.273375
11/10/1998,24.549746
11/11/1998,24.069576
11/12/1998,23.9147
11/13/1998,25.231239
11/16/1998,24.689133
11/17/1998,26.315462
11/18/1998,25.417103
11/19/1998,25.355154
11/20/1998,25.773359
11/23/1998,28.49938
11/24/1998,27.508087
11/25/1998,27.244785
11/27/1998,27.632
11/30/1998,27.260269
12/1/1998,26.73365
12/2/1998,26.423885
12/3/1998,26.067621
12/4/1998,27.043428
12/7/1998,27.941774
12/8/1998,26.516815
12/9/1998,26.454842
12/10/1998,25.231239
12/11/1998,24.998907
12/14/1998,25.200268
12/15/1998,26.609747
12/16/1998,26.73365
12/17/1998,28.20508
12/18/1998,29.661034
12/21/1998,30.218622
12/22/1998,29.9863
12/23/1998,30.234104
12/24/1998,30.01729
12/28/1998,29.908855
12/29/1998,29.33577
12/30/1998,29.149916
12/31/1998,28.49938
1/4/1999,28.747204
1/5/1999,29.475172
1/6/1999,30.962101
1/7/1999,31.333832
1/8/1999,31.550686
1/11/1999,31.349314
1/12/1999,31.891434
1/13/1999,31.81398
1/14/1999,31.519682
1/15/1999,32.325104
1/19/1999,32.588398
1/20/1999,33.455795
1/21/1999,32.4645
1/22/1999,31.891434
1/25/1999,32.185699
1/26/1999,31.984358
1/27/1999,32.588398
1/28/1999,32.371578
1/29/1999,32.805256
2/1/1999,32.650375
2/2/1999,31.457739
2/3/1999,30.60585
2/4/1999,29.118927
2/5/1999,28.607807
2/8/1999,28.457153
2/9/1999,27.573668
2/10/1999,28.131653
2/11/1999,29.619591
2/12/1999,30.208591
2/16/1999,29.759117
2/17/1999,28.953112
2/18/1999,29.743605
2/19/1999,30.72007
2/22/1999,32.084026
2/23/1999,32.874504
2/24/1999,31.991034
2/25/1999,30.72007
2/26/1999,31.650032
3/1/1999,31.944532
3/2/1999,32.874504
3/3/1999,32.332016
3/4/1999,32.936508
3/5/1999,33.680492
3/8/1999,33.060493
3/9/1999,33.370476
3/10/1999,33.695972
3/11/1999,32.998493
3/12/1999,33.385998
3/15/1999,33.122505
3/16/1999,32.23904
3/17/1999,31.619068
3/18/1999,33.819969
3/19/1999,33.463493
3/22/1999,33.540993
3/23/1999,31.882555
3/24/1999,32.98299
3/25/1999,34.222969
3/26/1999,35.602432
3/29/1999,36.206913
3/30/1999,36.733875
3/31/1999,37.446884
4/1/1999,38.283852
4/5/1999,38.283852
4/6/1999,38.175354
4/7/1999,38.981319
4/8/1999,38.810825
4/9/1999,39.399815
4/12/1999,39.911304
4/13/1999,41.802242
4/14/1999,42.530716
4/15/1999,39.477306
4/16/1999,40.670761
4/19/1999,38.066837
4/20/1999,37.849861
4/21/1999,40.159298
4/22/1999,41.073761
4/23/1999,40.732765
4/26/1999,40.887764
4/27/1999,41.383759
4/28/1999,41.166771
4/29/1999,41.585251
4/30/1999,43.0732
5/3/1999,42.158745
5/4/1999,41.972736
5/5/1999,42.608223
5/6/1999,41.848721
5/7/1999,42.003738
5/10/1999,40.99625
5/11/1999,42.675369
5/12/1999,43.1716
5/13/1999,44.179539
5/14/1999,42.070606
5/17/1999,42.489269
5/18/1999,41.357277
5/19/1999,40.737
5/20/1999,41.000614
5/21/1999,39.48093
5/24/1999,36.239948
5/25/1999,36.751675
5/26/1999,35.728207
5/27/1999,36.968796
5/28/1999,37.387459
6/1/1999,39.155254
6/2/1999,39.124264
6/3/1999,38.240345
6/4/1999,39.124264
6/7/1999,39.077744
6/8/1999,40.938591
6/9/1999,40.938591
6/10/1999,39.635971
6/11/1999,38.519485
6/14/1999,38.007759
6/15/1999,37.58905
6/16/1999,39.775551
6/17/1999,39.635971
6/18/1999,39.822067
6/21/1999,38.984661
6/22/1999,39.217304
6/23/1999,38.333385
6/24/1999,37.868206
6/25/1999,37.821678
6/28/1999,38.007759
6/29/1999,38.379932
